Department,Caseload,ActualValue,ForecastDate,ForecastValue,Variance,VariancePerc
ComSch_Enrollment,Sep-10,987613,Jun-11,987631,-18,-0.002%
ComSch_Enrollment,Sep-10,987613,Nov-11,987631,-18,-0.002%
ComSch_Enrollment,Oct-10,999852,Jun-11,999862,-10,-0.001%
ComSch_Enrollment,Oct-10,999852,Nov-11,999862,-10,-0.001%
ComSch_Enrollment,Nov-10,997415,Jun-11,997535,-120,-0.012%
ComSch_Enrollment,Nov-10,997415,Nov-11,997535,-120,-0.012%
ComSch_Enrollment,Dec-10,993693,Jun-11,993771,-78,-0.008%
ComSch_Enrollment,Dec-10,993693,Nov-11,993771,-78,-0.008%
ComSch_Enrollment,Jan-11,992167,Jun-11,992289,-122,-0.012%
ComSch_Enrollment,Jan-11,992167,Nov-11,992289,-122,-0.012%
ComSch_Enrollment,Feb-11,991075,Jun-11,991185,-110,-0.011%
ComSch_Enrollment,Feb-11,991075,Nov-11,991185,-110,-0.011%
ComSch_Enrollment,Mar-11,989571,Jun-11,989624,-53,-0.005%
ComSch_Enrollment,Mar-11,989571,Nov-11,989624,-53,-0.005%
ComSch_Enrollment,Apr-11,986539,Jun-11,986907,-368,-0.037%
ComSch_Enrollment,Apr-11,986539,Nov-11,986907,-368,-0.037%
ComSch_Enrollment,May-11,984149,Jun-11,983934,215,0.022%
ComSch_Enrollment,May-11,984149,Nov-11,983934,215,0.022%
ComSch_Enrollment,Sep-11,974762,Jun-11,995611,-20849,-2.094%
ComSch_Enrollment,Sep-11,974762,Nov-11,995611,-20849,-2.094%
ComSch_Enrollment,Sep-11,974762,Feb-12,988269,-13507,-1.367%
ComSch_Enrollment,Sep-11,974762,Jun-12,988168,-13406,-1.357%
ComSch_Enrollment,Sep-11,974762,Nov-12,974762,0,0.000%
ComSch_Enrollment,Oct-11,997117,Jun-11,1006250,-9133,-0.908%
ComSch_Enrollment,Oct-11,997117,Nov-11,1006250,-9133,-0.908%
ComSch_Enrollment,Oct-11,997117,Feb-12,997853,-736,-0.074%
ComSch_Enrollment,Oct-11,997117,Jun-12,997675,-558,-0.056%
ComSch_Enrollment,Oct-11,997117,Nov-12,997117,0,0.000%
ComSch_Enrollment,Nov-11,995962,Jun-11,1003710,-7748,-0.772%
ComSch_Enrollment,Nov-11,995962,Nov-11,1003710,-7748,-0.772%
ComSch_Enrollment,Nov-11,995962,Feb-12,997158,-1196,-0.120%
ComSch_Enrollment,Nov-11,995962,Jun-12,996804,-842,-0.084%
ComSch_Enrollment,Nov-11,995962,Nov-12,995962,0,0.000%
ComSch_Enrollment,Dec-11,992519,Jun-11,1000589,-8070,-0.807%
ComSch_Enrollment,Dec-11,992519,Nov-11,1000589,-8070,-0.807%
ComSch_Enrollment,Dec-11,992519,Feb-12,994210,-1691,-0.170%
ComSch_Enrollment,Dec-11,992519,Jun-12,993747,-1228,-0.124%
ComSch_Enrollment,Dec-11,992519,Nov-12,992519,0,0.000%
ComSch_Enrollment,Jan-12,990558,Jun-11,998257,-7699,-0.771%
ComSch_Enrollment,Jan-12,990558,Nov-11,998257,-7699,-0.771%
ComSch_Enrollment,Jan-12,990558,Feb-12,992617,-2059,-0.207%
ComSch_Enrollment,Jan-12,990558,Jun-12,991801,-1243,-0.125%
ComSch_Enrollment,Jan-12,990558,Nov-12,990558,0,0.000%
ComSch_Enrollment,Feb-12,989907,Jun-11,997562,-7655,-0.767%
ComSch_Enrollment,Feb-12,989907,Nov-11,997562,-7655,-0.767%
ComSch_Enrollment,Feb-12,989907,Feb-12,991698,-1791,-0.181%
ComSch_Enrollment,Feb-12,989907,Jun-12,989809,98,0.010%
ComSch_Enrollment,Feb-12,989907,Nov-12,989907,0,0.000%
ComSch_Enrollment,Mar-12,987680,Jun-11,996132,-8452,-0.848%
ComSch_Enrollment,Mar-12,987680,Nov-11,996132,-8452,-0.848%
ComSch_Enrollment,Mar-12,987680,Feb-12,990146,-2466,-0.249%
ComSch_Enrollment,Mar-12,987680,Jun-12,988001,-321,-0.032%
ComSch_Enrollment,Mar-12,987680,Nov-12,987680,0,0.000%
ComSch_Enrollment,Apr-12,985055,Jun-11,993386,-8331,-0.839%
ComSch_Enrollment,Apr-12,985055,Nov-11,993386,-8331,-0.839%
ComSch_Enrollment,Apr-12,985055,Feb-12,987044,-1989,-0.202%
ComSch_Enrollment,Apr-12,985055,Jun-12,985457,-402,-0.041%
ComSch_Enrollment,Apr-12,985055,Nov-12,985055,0,0.000%
ComSch_Enrollment,May-12,982565,Jun-11,990899,-8334,-0.841%
ComSch_Enrollment,May-12,982565,Nov-11,990899,-8334,-0.841%
ComSch_Enrollment,May-12,982565,Feb-12,984653,-2088,-0.212%
ComSch_Enrollment,May-12,982565,Jun-12,983079,-514,-0.052%
ComSch_Enrollment,May-12,982565,Nov-12,982565,0,0.000%
ComSch_Enrollment,Jun-12,977132,Nov-12,977132,0,0.000%
ComSch_Enrollment,Sep-12,976254,Jun-11,1005806,-29552,-2.938%
ComSch_Enrollment,Sep-12,976254,Nov-11,1005806,-29552,-2.938%
ComSch_Enrollment,Sep-12,976254,Feb-12,992762,-16508,-1.663%
ComSch_Enrollment,Sep-12,976254,Jun-12,991844,-15590,-1.572%
ComSch_Enrollment,Sep-12,976254,Nov-12,976358,-104,-0.011%
ComSch_Enrollment,Sep-12,976254,Mar-13,976118,136,0.014%
ComSch_Enrollment,Sep-12,976254,Jun-13,976118,136,0.014%
ComSch_Enrollment,Sep-12,976254,Jun-13,976118,136,0.014%
ComSch_Enrollment,Sep-12,976254,Nov-13,976168,86,0.009%
ComSch_Enrollment,Sep-12,976254,Feb-14,976254,0,0.000%
ComSch_Enrollment,Oct-12,999493,Jun-11,1016534,-17041,-1.676%
ComSch_Enrollment,Oct-12,999493,Nov-11,1016534,-17041,-1.676%
ComSch_Enrollment,Oct-12,999493,Feb-12,1002367,-2874,-0.287%
ComSch_Enrollment,Oct-12,999493,Jun-12,1001376,-1883,-0.188%
ComSch_Enrollment,Oct-12,999493,Nov-12,999970,-477,-0.048%
ComSch_Enrollment,Oct-12,999493,Mar-13,999214,279,0.028%
ComSch_Enrollment,Oct-12,999493,Jun-13,999111,382,0.038%
ComSch_Enrollment,Oct-12,999493,Jun-13,999111,382,0.038%
ComSch_Enrollment,Oct-12,999493,Nov-13,999178,315,0.032%
ComSch_Enrollment,Oct-12,999493,Feb-14,999493,0,0.000%
ComSch_Enrollment,Nov-12,999315,Jun-11,1013987,-14672,-1.447%
ComSch_Enrollment,Nov-12,999315,Nov-11,1013987,-14672,-1.447%
ComSch_Enrollment,Nov-12,999315,Feb-12,1001688,-2373,-0.237%
ComSch_Enrollment,Nov-12,999315,Jun-12,1000525,-1210,-0.121%
ComSch_Enrollment,Nov-12,999315,Nov-12,998823,492,0.049%
ComSch_Enrollment,Nov-12,999315,Mar-13,999547,-232,-0.023%
ComSch_Enrollment,Nov-12,999315,Jun-13,999437,-122,-0.012%
ComSch_Enrollment,Nov-12,999315,Jun-13,999437,-122,-0.012%
ComSch_Enrollment,Nov-12,999315,Nov-13,999472,-157,-0.016%
ComSch_Enrollment,Nov-12,999315,Feb-14,999315,0,0.000%
ComSch_Enrollment,Dec-12,997176,Jun-11,1010841,-13665,-1.352%
ComSch_Enrollment,Dec-12,997176,Nov-11,1010841,-13665,-1.352%
ComSch_Enrollment,Dec-12,997176,Feb-12,998761,-1585,-0.159%
ComSch_Enrollment,Dec-12,997176,Jun-12,997482,-306,-0.031%
ComSch_Enrollment,Dec-12,997176,Nov-12,995374,1802,0.181%
ComSch_Enrollment,Dec-12,997176,Mar-13,997279,-103,-0.010%
ComSch_Enrollment,Dec-12,997176,Jun-13,997070,106,0.011%
ComSch_Enrollment,Dec-12,997176,Jun-13,997070,106,0.011%
ComSch_Enrollment,Dec-12,997176,Nov-13,997085,91,0.009%
ComSch_Enrollment,Dec-12,997176,Feb-14,997176,0,0.000%
ComSch_Enrollment,Jan-13,994131,Jun-11,1008513,-14382,-1.426%
ComSch_Enrollment,Jan-13,994131,Nov-11,1008513,-14382,-1.426%
ComSch_Enrollment,Jan-13,994131,Feb-12,997180,-3049,-0.306%
ComSch_Enrollment,Jan-13,994131,Jun-12,995540,-1409,-0.142%
ComSch_Enrollment,Jan-13,994131,Nov-12,993426,705,0.071%
ComSch_Enrollment,Jan-13,994131,Mar-13,994996,-865,-0.087%
ComSch_Enrollment,Jan-13,994131,Jun-13,994144,-13,-0.001%
ComSch_Enrollment,Jan-13,994131,Jun-13,994144,-13,-0.001%
ComSch_Enrollment,Jan-13,994131,Nov-13,994166,-35,-0.004%
ComSch_Enrollment,Jan-13,994131,Feb-14,994131,0,0.000%
ComSch_Enrollment,Feb-13,992939,Jun-11,1007817,-14878,-1.476%
ComSch_Enrollment,Feb-13,992939,Nov-11,1007817,-14878,-1.476%
ComSch_Enrollment,Feb-13,992939,Feb-12,996278,-3339,-0.335%
ComSch_Enrollment,Feb-13,992939,Jun-12,993572,-633,-0.064%
ComSch_Enrollment,Feb-13,992939,Nov-12,992797,142,0.014%
ComSch_Enrollment,Feb-13,992939,Mar-13,994324,-1385,-0.139%
ComSch_Enrollment,Feb-13,992939,Jun-13,993020,-81,-0.008%
ComSch_Enrollment,Feb-13,992939,Jun-13,993020,-81,-0.008%
ComSch_Enrollment,Feb-13,992939,Nov-13,992955,-16,-0.002%
ComSch_Enrollment,Feb-13,992939,Feb-14,992939,0,0.000%
ComSch_Enrollment,Mar-13,991463,Jun-11,1006391,-14928,-1.483%
ComSch_Enrollment,Mar-13,991463,Nov-11,1006391,-14928,-1.483%
ComSch_Enrollment,Mar-13,991463,Feb-12,994744,-3281,-0.330%
ComSch_Enrollment,Mar-13,991463,Jun-12,991770,-307,-0.031%
ComSch_Enrollment,Mar-13,991463,Nov-12,990545,918,0.093%
ComSch_Enrollment,Mar-13,991463,Mar-13,992058,-595,-0.060%
ComSch_Enrollment,Mar-13,991463,Jun-13,991474,-11,-0.001%
ComSch_Enrollment,Mar-13,991463,Jun-13,991474,-11,-0.001%
ComSch_Enrollment,Mar-13,991463,Nov-13,991424,39,0.004%
ComSch_Enrollment,Mar-13,991463,Feb-14,991463,0,0.000%
ComSch_Enrollment,Apr-13,988787,Jun-11,1003632,-14845,-1.479%
ComSch_Enrollment,Apr-13,988787,Nov-11,1003632,-14845,-1.479%
ComSch_Enrollment,Apr-13,988787,Feb-12,991653,-2866,-0.289%
ComSch_Enrollment,Apr-13,988787,Jun-12,989264,-477,-0.048%
ComSch_Enrollment,Apr-13,988787,Nov-12,987935,852,0.086%
ComSch_Enrollment,Apr-13,988787,Mar-13,989393,-606,-0.061%
ComSch_Enrollment,Apr-13,988787,Jun-13,988773,14,0.001%
ComSch_Enrollment,Apr-13,988787,Jun-13,988773,14,0.001%
ComSch_Enrollment,Apr-13,988787,Nov-13,988746,41,0.004%
ComSch_Enrollment,Apr-13,988787,Feb-14,988787,0,0.000%
ComSch_Enrollment,May-13,987176,Jun-11,1001131,-13955,-1.394%
ComSch_Enrollment,May-13,987176,Nov-11,1001131,-13955,-1.394%
ComSch_Enrollment,May-13,987176,Feb-12,989264,-2088,-0.211%
ComSch_Enrollment,May-13,987176,Jun-12,986864,312,0.032%
ComSch_Enrollment,May-13,987176,Nov-12,985448,1728,0.175%
ComSch_Enrollment,May-13,987176,Mar-13,986890,286,0.029%
ComSch_Enrollment,May-13,987176,Jun-13,987560,-384,-0.039%
ComSch_Enrollment,May-13,987176,Jun-13,987560,-384,-0.039%
ComSch_Enrollment,May-13,987176,Nov-13,987235,-59,-0.006%
ComSch_Enrollment,May-13,987176,Feb-14,987176,0,0.000%
ComSch_Enrollment,Jun-13,982281,Nov-12,979996,2285,0.233%
ComSch_Enrollment,Jun-13,982281,Mar-13,981572,709,0.072%
ComSch_Enrollment,Jun-13,982281,Jun-13,982248,33,0.003%
ComSch_Enrollment,Jun-13,982281,Jun-13,982248,33,0.003%
ComSch_Enrollment,Jun-13,982281,Nov-13,982448,-167,-0.017%
ComSch_Enrollment,Jun-13,982281,Feb-14,982281,0,0.000%
ComSch_Enrollment,Sep-13,982386,Jun-12,997496,-15110,-1.515%
ComSch_Enrollment,Sep-13,982386,Nov-12,981235,1151,0.117%
ComSch_Enrollment,Sep-13,982386,Mar-13,980268,2118,0.216%
ComSch_Enrollment,Sep-13,982386,Jun-13,980240,2146,0.219%
ComSch_Enrollment,Sep-13,982386,Jun-13,989227,-6841,-0.692%
ComSch_Enrollment,Sep-13,982386,Nov-13,982523,-137,-0.014%
ComSch_Enrollment,Sep-13,982386,Feb-14,982597,-211,-0.021%
ComSch_Enrollment,Sep-13,982386,Jun-14,982467,-81,-0.008%
ComSch_Enrollment,Oct-13,1006951,Jun-12,1007074,-123,-0.012%
ComSch_Enrollment,Oct-13,1006951,Nov-12,1004509,2442,0.243%
ComSch_Enrollment,Oct-13,1006951,Mar-13,1003487,3464,0.345%
ComSch_Enrollment,Oct-13,1006951,Jun-13,1003396,3555,0.354%
ComSch_Enrollment,Oct-13,1006951,Jun-13,1012383,-5432,-0.537%
ComSch_Enrollment,Oct-13,1006951,Nov-13,1006867,84,0.008%
ComSch_Enrollment,Oct-13,1006951,Feb-14,1007163,-212,-0.021%
ComSch_Enrollment,Oct-13,1006951,Jun-14,1007066,-115,-0.011%
ComSch_Enrollment,Nov-13,1006079,Jun-12,1006232,-153,-0.015%
ComSch_Enrollment,Nov-13,1006079,Nov-12,1003370,2709,0.270%
ComSch_Enrollment,Nov-13,1006079,Mar-13,1003804,2275,0.227%
ComSch_Enrollment,Nov-13,1006079,Jun-13,1003726,2353,0.234%
ComSch_Enrollment,Nov-13,1006079,Jun-13,1012713,-6634,-0.655%
ComSch_Enrollment,Nov-13,1006079,Nov-13,1007197,-1118,-0.111%
ComSch_Enrollment,Nov-13,1006079,Feb-14,1006218,-139,-0.014%
ComSch_Enrollment,Nov-13,1006079,Jun-14,1006183,-104,-0.010%
ComSch_Enrollment,Dec-13,1003760,Jun-12,1003184,576,0.057%
ComSch_Enrollment,Dec-13,1003760,Nov-12,999922,3838,0.384%
ComSch_Enrollment,Dec-13,1003760,Mar-13,1001574,2186,0.218%
ComSch_Enrollment,Dec-13,1003760,Jun-13,1001368,2392,0.239%
ComSch_Enrollment,Dec-13,1003760,Jun-13,1010356,-6596,-0.653%
ComSch_Enrollment,Dec-13,1003760,Nov-13,1004763,-1003,-0.100%
ComSch_Enrollment,Dec-13,1003760,Feb-14,10039800,-9036040,-90.002%
ComSch_Enrollment,Dec-13,1003760,Jun-14,1003826,-66,-0.007%
ComSch_Enrollment,Jan-14,1001007,Jun-12,1001238,-231,-0.023%
ComSch_Enrollment,Jan-14,1001007,Nov-12,997978,3029,0.304%
ComSch_Enrollment,Jan-14,1001007,Mar-13,999216,1791,0.179%
ComSch_Enrollment,Jan-14,1001007,Jun-13,998617,2390,0.239%
ComSch_Enrollment,Jan-14,1001007,Jun-13,1007604,-6597,-0.655%
ComSch_Enrollment,Jan-14,1001007,Nov-13,1002005,-998,-0.100%
ComSch_Enrollment,Jan-14,1001007,Feb-14,1001212,-205,-0.020%
ComSch_Enrollment,Jan-14,1001007,Jun-14,1001161,-154,-0.015%
ComSch_Enrollment,Jan-14,1001007,Nov-14,1001007,0,0.000%
ComSch_Enrollment,Feb-14,999961,Jun-12,999284,677,0.068%
ComSch_Enrollment,Feb-14,999961,Nov-12,997367,2594,0.260%
ComSch_Enrollment,Feb-14,999961,Mar-13,998564,1397,0.140%
ComSch_Enrollment,Feb-14,999961,Jun-13,997261,2700,0.271%
ComSch_Enrollment,Feb-14,999961,Jun-13,1006249,-6288,-0.625%
ComSch_Enrollment,Feb-14,999961,Nov-13,1000664,-703,-0.070%
ComSch_Enrollment,Feb-14,999961,Feb-14,999878,83,0.008%
ComSch_Enrollment,Feb-14,999961,Jun-14,1000092,-131,-0.013%
ComSch_Enrollment,Feb-14,999961,Nov-14,999961,0,0.000%
ComSch_Enrollment,Mar-14,998568,Jun-12,997477,1091,0.109%
ComSch_Enrollment,Mar-14,998568,Nov-12,995115,3453,0.347%
ComSch_Enrollment,Mar-14,998568,Mar-13,996294,2274,0.228%
ComSch_Enrollment,Mar-14,998568,Jun-13,995783,2785,0.280%
ComSch_Enrollment,Mar-14,998568,Jun-13,1004770,-6202,-0.617%
ComSch_Enrollment,Mar-14,998568,Nov-13,999138,-570,-0.057%
ComSch_Enrollment,Mar-14,998568,Feb-14,998357,211,0.021%
ComSch_Enrollment,Mar-14,998568,Jun-14,998620,-52,-0.005%
ComSch_Enrollment,Mar-14,998568,Nov-14,998568,0,0.000%
ComSch_Enrollment,Apr-14,996487,Jun-12,994936,1551,0.156%
ComSch_Enrollment,Apr-14,996487,Nov-12,992507,3980,0.401%
ComSch_Enrollment,Apr-14,996487,Mar-13,993646,2841,0.286%
ComSch_Enrollment,Apr-14,996487,Jun-13,993574,2913,0.293%
ComSch_Enrollment,Apr-14,996487,Jun-13,1002561,-6074,-0.606%
ComSch_Enrollment,Apr-14,996487,Nov-13,996945,-458,-0.046%
ComSch_Enrollment,Apr-14,996487,Feb-14,996147,340,0.034%
ComSch_Enrollment,Apr-14,996487,Jun-14,996560,-73,-0.007%
ComSch_Enrollment,Apr-14,996487,Nov-14,996487,0,0.000%
ComSch_Enrollment,May-14,995110,Jun-12,992566,2544,0.256%
ComSch_Enrollment,May-14,995110,Nov-12,990027,5083,0.513%
ComSch_Enrollment,May-14,995110,Mar-13,991151,3959,0.399%
ComSch_Enrollment,May-14,995110,Jun-13,991081,4029,0.407%
ComSch_Enrollment,May-14,995110,Jun-13,1000069,-4959,-0.496%
ComSch_Enrollment,May-14,995110,Nov-13,994472,638,0.064%
ComSch_Enrollment,May-14,995110,Feb-14,993678,1432,0.144%
ComSch_Enrollment,May-14,995110,Jun-14,995290,-180,-0.018%
ComSch_Enrollment,May-14,995110,Nov-14,995110,0,0.000%
ComSch_Enrollment,Jun-14,990526,Nov-12,984576,5950,0.604%
ComSch_Enrollment,Jun-14,990526,Mar-13,985839,4687,0.475%
ComSch_Enrollment,Jun-14,990526,Jun-13,985771,4755,0.482%
ComSch_Enrollment,Jun-14,990526,Jun-13,994758,-4232,-0.425%
ComSch_Enrollment,Jun-14,990526,Nov-13,989148,1378,0.139%
ComSch_Enrollment,Jun-14,990526,Feb-14,988356,2170,0.220%
ComSch_Enrollment,Jun-14,990526,Jun-14,990441,85,0.009%
ComSch_Enrollment,Jun-14,990526,Nov-14,990526,0,0.000%
ComSch_Enrollment,Sep-14,992070,Jun-12,1001067,-8997,-0.899%
ComSch_Enrollment,Sep-14,992070,Nov-12,984891,7179,0.729%
ComSch_Enrollment,Sep-14,992070,Mar-13,983009,9061,0.922%
ComSch_Enrollment,Sep-14,992070,Jun-13,982867,9203,0.936%
ComSch_Enrollment,Sep-14,992070,Jun-13,991681,389,0.039%
ComSch_Enrollment,Sep-14,992070,Nov-13,991190,880,0.089%
ComSch_Enrollment,Sep-14,992070,Feb-14,991300,770,0.078%
ComSch_Enrollment,Sep-14,992070,Jun-14,991024,1046,0.106%
ComSch_Enrollment,Sep-14,992070,Nov-14,992205,-135,-0.014%
ComSch_Enrollment,Sep-14,992070,Feb-15,992115,-45,-0.005%
ComSch_Enrollment,Sep-14,992070,Jun-15,992168,-98,-0.010%
ComSch_Enrollment,Oct-14,1018819,Jun-12,1010642,8177,0.809%
ComSch_Enrollment,Oct-14,1018819,Nov-12,1008067,10752,1.067%
ComSch_Enrollment,Oct-14,1018819,Mar-13,1006033,12786,1.271%
ComSch_Enrollment,Oct-14,1018819,Jun-13,1005839,12980,1.290%
ComSch_Enrollment,Oct-14,1018819,Jun-13,1014653,4166,0.411%
ComSch_Enrollment,Oct-14,1018819,Nov-13,1016297,2522,0.248%
ComSch_Enrollment,Oct-14,1018819,Feb-14,1016408,2411,0.237%
ComSch_Enrollment,Oct-14,1018819,Jun-14,1016297,2522,0.248%
ComSch_Enrollment,Oct-14,1018819,Nov-14,1018557,262,0.026%
ComSch_Enrollment,Oct-14,1018819,Feb-15,1018997,-178,-0.017%
ComSch_Enrollment,Oct-14,1018819,Jun-15,1018956,-137,-0.013%
ComSch_Enrollment,Nov-14,1017937,Jun-12,1009818,8119,0.804%
ComSch_Enrollment,Nov-14,1017937,Nov-12,1006943,10994,1.092%
ComSch_Enrollment,Nov-14,1017937,Mar-13,1006365,11572,1.150%
ComSch_Enrollment,Nov-14,1017937,Jun-13,1006183,11754,1.168%
ComSch_Enrollment,Nov-14,1017937,Jun-13,1014997,2940,0.290%
ComSch_Enrollment,Nov-14,1017937,Nov-13,1016622,1315,0.129%
ComSch_Enrollment,Nov-14,1017937,Feb-14,1016733,1204,0.118%
ComSch_Enrollment,Nov-14,1017937,Jun-14,1016148,1789,0.176%
ComSch_Enrollment,Nov-14,1017937,Nov-14,1017692,245,0.024%
ComSch_Enrollment,Nov-14,1017937,Feb-15,1018141,-204,-0.020%
ComSch_Enrollment,Nov-14,1017937,Jun-15,1017990,-53,-0.005%
ComSch_Enrollment,Dec-14,1016206,Jun-12,1006783,9423,0.936%
ComSch_Enrollment,Dec-14,1016206,Nov-12,1003505,12701,1.266%
ComSch_Enrollment,Dec-14,1016206,Mar-13,1004155,12051,1.200%
ComSch_Enrollment,Dec-14,1016206,Jun-13,1003848,12358,1.231%
ComSch_Enrollment,Dec-14,1016206,Jun-13,1012662,3544,0.350%
ComSch_Enrollment,Dec-14,1016206,Nov-13,1014153,2053,0.202%
ComSch_Enrollment,Dec-14,1016206,Feb-14,1014264,1942,0.191%
ComSch_Enrollment,Dec-14,1016206,Jun-14,1013916,2290,0.226%
ComSch_Enrollment,Dec-14,1016206,Nov-14,1015303,903,0.089%
ComSch_Enrollment,Dec-14,1016206,Feb-15,1016416,-210,-0.021%
ComSch_Enrollment,Dec-14,1016206,Jun-15,1016248,-42,-0.004%
ComSch_Enrollment,Jan-15,1013741,Jun-12,1004847,8894,0.885%
ComSch_Enrollment,Jan-15,1013741,Nov-12,1001568,12173,1.215%
ComSch_Enrollment,Jan-15,1013741,Mar-13,1001798,11943,1.192%
ComSch_Enrollment,Jan-15,1013741,Jun-13,1001098,12643,1.263%
ComSch_Enrollment,Jan-15,1013741,Jun-13,1009912,3829,0.379%
ComSch_Enrollment,Jan-15,1013741,Nov-13,1011366,2375,0.235%
ComSch_Enrollment,Jan-15,1013741,Feb-14,1011477,2264,0.224%
ComSch_Enrollment,Jan-15,1013741,Jun-14,1010753,2988,0.296%
ComSch_Enrollment,Jan-15,1013741,Nov-14,1012621,1120,0.111%
ComSch_Enrollment,Jan-15,1013741,Feb-15,1014065,-324,-0.032%
ComSch_Enrollment,Jan-15,1013741,Jun-15,1013832,-91,-0.009%
ComSch_Enrollment,Feb-15,1012634,Jun-12,1002928,9706,0.968%
ComSch_Enrollment,Feb-15,1012634,Nov-12,1000980,11654,1.164%
ComSch_Enrollment,Feb-15,1012634,Mar-13,1001175,11459,1.145%
ComSch_Enrollment,Feb-15,1012634,Jun-13,999777,12857,1.286%
ComSch_Enrollment,Feb-15,1012634,Jun-13,1008591,4043,0.401%
ComSch_Enrollment,Feb-15,1012634,Nov-13,1009996,2638,0.261%
ComSch_Enrollment,Feb-15,1012634,Feb-14,1010107,2527,0.250%
ComSch_Enrollment,Feb-15,1012634,Jun-14,1009555,3079,0.305%
ComSch_Enrollment,Feb-15,1012634,Nov-14,1011571,1063,0.105%
ComSch_Enrollment,Feb-15,1012634,Feb-15,1013005,-371,-0.037%
ComSch_Enrollment,Feb-15,1012634,Jun-15,1012933,-299,-0.030%
ComSch_Enrollment,Mar-15,1011320,Jun-12,1001142,10178,1.017%
ComSch_Enrollment,Mar-15,1011320,Nov-12,998740,12580,1.260%
ComSch_Enrollment,Mar-15,1011320,Mar-13,998925,12395,1.241%
ComSch_Enrollment,Mar-15,1011320,Jun-13,998309,13011,1.303%
ComSch_Enrollment,Mar-15,1011320,Jun-13,1007124,4196,0.417%
ComSch_Enrollment,Mar-15,1011320,Nov-13,1008443,2877,0.285%
ComSch_Enrollment,Mar-15,1011320,Feb-14,1008554,2766,0.274%
ComSch_Enrollment,Mar-15,1011320,Jun-14,1007976,3344,0.332%
ComSch_Enrollment,Mar-15,1011320,Nov-14,1010072,1248,0.124%
ComSch_Enrollment,Mar-15,1011320,Feb-15,1011492,-172,-0.017%
ComSch_Enrollment,Mar-15,1011320,Jun-15,1011396,-76,-0.008%
ComSch_Enrollment,Apr-15,1009089,Jun-12,998609,10480,1.049%
ComSch_Enrollment,Apr-15,1009089,Nov-12,996139,12950,1.300%
ComSch_Enrollment,Apr-15,1009089,Mar-13,996291,12798,1.285%
ComSch_Enrollment,Apr-15,1009089,Jun-13,996117,12972,1.302%
ComSch_Enrollment,Apr-15,1009089,Jun-13,1004931,4158,0.414%
ComSch_Enrollment,Apr-15,1009089,Nov-13,1006215,2874,0.286%
ComSch_Enrollment,Apr-15,1009089,Feb-14,1006326,2763,0.275%
ComSch_Enrollment,Apr-15,1009089,Jun-14,1005413,3676,0.366%
ComSch_Enrollment,Apr-15,1009089,Nov-14,1007939,1150,0.114%
ComSch_Enrollment,Apr-15,1009089,Feb-15,1009381,-292,-0.029%
ComSch_Enrollment,Apr-15,1009089,Jun-15,1009123,-34,-0.003%
ComSch_Enrollment,May-15,1007706,Jun-12,996259,11447,1.149%
ComSch_Enrollment,May-15,1007706,Nov-12,993675,14031,1.412%
ComSch_Enrollment,May-15,1007706,Mar-13,993822,13884,1.397%
ComSch_Enrollment,May-15,1007706,Jun-13,993650,14056,1.415%
ComSch_Enrollment,May-15,1007706,Jun-13,1002464,5242,0.523%
ComSch_Enrollment,May-15,1007706,Nov-13,1003708,3998,0.398%
ComSch_Enrollment,May-15,1007706,Feb-14,1003819,3887,0.387%
ComSch_Enrollment,May-15,1007706,Jun-14,1003691,4015,0.400%
ComSch_Enrollment,May-15,1007706,Nov-14,1006656,1050,0.104%
ComSch_Enrollment,May-15,1007706,Feb-15,1008037,-331,-0.033%
ComSch_Enrollment,May-15,1007706,Jun-15,1007862,-156,-0.015%
ComSch_Enrollment,Jun-15,1003758,Nov-12,988240,15518,1.570%
ComSch_Enrollment,Jun-15,1003758,Mar-13,988537,15221,1.540%
ComSch_Enrollment,Jun-15,1003758,Jun-13,988368,15390,1.557%
ComSch_Enrollment,Jun-15,1003758,Jun-13,997182,6576,0.659%
ComSch_Enrollment,Jun-15,1003758,Nov-13,998321,5437,0.545%
ComSch_Enrollment,Jun-15,1003758,Feb-14,998433,5325,0.533%
ComSch_Enrollment,Jun-15,1003758,Jun-14,998782,4976,0.498%
ComSch_Enrollment,Jun-15,1003758,Nov-14,1001955,1803,0.180%
ComSch_Enrollment,Jun-15,1003758,Feb-15,1003288,470,0.047%
ComSch_Enrollment,Jun-15,1003758,Jun-15,1003120,638,0.064%
ComSch_Enrollment,Sep-15,1001655,Jun-14,996135,5520,0.554%
ComSch_Enrollment,Sep-15,1001655,Nov-14,1002176,-521,-0.052%
ComSch_Enrollment,Sep-15,1001655,Feb-15,1002142,-487,-0.049%
ComSch_Enrollment,Sep-15,1001655,Jun-15,1002142,-487,-0.049%
ComSch_Enrollment,Sep-15,1001655,Nov-15,1001593,62,0.006%
ComSch_Enrollment,Sep-15,1001655,Feb-16,1001825,-170,-0.017%
ComSch_Enrollment,Sep-15,1001655,Jun-16,1001655,0,0.000%
ComSch_Enrollment,Sep-15,1001655,Nov-16,1001419,236,0.024%
ComSch_Enrollment,Oct-15,1030288,Jun-14,1021655,8633,0.845%
ComSch_Enrollment,Oct-15,1030288,Nov-14,1029699,589,0.057%
ComSch_Enrollment,Oct-15,1030288,Feb-15,1030649,-361,-0.035%
ComSch_Enrollment,Oct-15,1030288,Jun-15,1030649,-361,-0.035%
